IT,67010,Barete,Abruzzi,L'Aquila,AQ
IT,67012,San Giovanni,Abruzzi,L'Aquila,AQ
IT,67012,Cagnano Amiterno,Abruzzi,L'Aquila,AQ
IT,67013,Mascioni,Abruzzi,L'Aquila,AQ
IT,67013,Campotosto,Abruzzi,L'Aquila,AQ
IT,67013,Poggio Cancelli,Abruzzi,L'Aquila,AQ
IT,67013,Ortolano,Abruzzi,L'Aquila,AQ
IT,67014,Capitignano,Abruzzi,L'Aquila,AQ
IT,67015,San Giovanni Paganica,Abruzzi,L'Aquila,AQ
IT,67015,Montereale,Abruzzi,L'Aquila,AQ
IT,67015,Ville Di Fano,Abruzzi,L'Aquila,AQ
IT,67015,Aringo,Abruzzi,L'Aquila,AQ
IT,67015,Marana,Abruzzi,L'Aquila,AQ
IT,67015,Cesaproba,Abruzzi,L'Aquila,AQ
IT,67015,Marana Di Montereale,Abruzzi,L'Aquila,AQ
IT,67017,San Lorenzo Di Pizzoli,Abruzzi,L'Aquila,AQ
IT,67017,Marruci,Abruzzi,L'Aquila,AQ
IT,67017,Pizzoli,Abruzzi,L'Aquila,AQ
IT,67019,Sella Di Corno,Abruzzi,L'Aquila,AQ
IT,67019,Vigliano,Abruzzi,L'Aquila,AQ
IT,67019,Scoppito,Abruzzi,L'Aquila,AQ
IT,67020,Caporciano,Abruzzi,L'Aquila,AQ
IT,67020,Castelnuovo,Abruzzi,L'Aquila,AQ
IT,67020,Sant'Eusanio Forconese,Abruzzi,L'Aquila,AQ
IT,67020,Tussio,Abruzzi,L'Aquila,AQ
IT,67020,Santo Stefano Di Sessanio,Abruzzi,L'Aquila,AQ
IT,67020,Carrufo,Abruzzi,L'Aquila,AQ
IT,67020,Castelnuovo Di San Pio Delle Camere,Abruzzi,L'Aquila,AQ
IT,67020,Fontecchio,Abruzzi,L'Aquila,AQ
IT,67020,Molina Aterno,Abruzzi,L'Aquila,AQ
IT,67020,Civitaretenga,Abruzzi,L'Aquila,AQ
IT,67020,Villa Sant'Angelo,Abruzzi,L'Aquila,AQ
IT,67020,Villa Santa Lucia Degli Abruzzi,Abruzzi,L'Aquila,AQ
IT,67020,Collepietro,Abruzzi,L'Aquila,AQ
IT,67020,Calascio,Abruzzi,L'Aquila,AQ
IT,67020,Gagliano Aterno,Abruzzi,L'Aquila,AQ
IT,67020,Beffi,Abruzzi,L'Aquila,AQ
IT,67020,San Pio Delle Camere,Abruzzi,L'Aquila,AQ
IT,67020,Roccapreturo,Abruzzi,L'Aquila,AQ
